NTSBNumber,AccidentReport,AccidentDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,HighestInjuryLevel,AircraftNumber,DamageLevel,AircraftCategory,RegulationFlightConductedUnder,FlightScheduledType,FlightTerminalType,FlightServiceType,FlightOperationType,DefiningEvent,PhaseOfFlight,IntentionalAct
GAA19CA464,AccidentReport,7/30/19,WESTMINSTER,Maryland,United States,39.466945,-77.017501,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA470,AccidentReport,7/30/19,Placerville,California,United States,38.724166,-120.753334,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA474,AccidentReport,7/30/19,Cloquet,Minnesota,United States,46.70111,-92.503608,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA475,AccidentReport,7/30/19,Thompson Falls,Montana,United States,47.776668,-115.476112,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA471,AccidentReport,7/31/19,Falcon,Colorado,United States,38.943611,-104.570274,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Undershoot/Overshoot,Landing,
GAA19CA473,AccidentReport,7/31/19,Fessenden,North Dakota,United States,47.649166,-99.629165,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA492,AccidentReport,7/31/19,Kenai,Alaska,United States,60.589443,-152.157501,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Undershoot/Overshoot,Landing,
GAA19CA482,AccidentReport,8/1/19,Manassas,Virginia,United States,38.721111,-77.514999,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA484,AccidentReport,8/1/19,Hume,New York,United States,42.475833,-78.137222,,1,Serious,1,None,Balloon,Part 91: General aviation,,,,Business,Abnormal Runway Contact,Landing,
WPR19LA231,AccidentReport,8/1/19,Novato,California,United States,38.141109,-122.555831,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Abnormal Runway Contact,Landing,
GAA19CA481,AccidentReport,8/2/19,Vandalia,Illinois,United States,38.975276,-89.142501,,,None,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
CEN19FA247,AccidentReport,8/3/19,Ontonagan,Michigan,United States,46.699165,-89.472778,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Windshear/Thunderstorm,Enroute,
CEN19LA249,AccidentReport,8/3/19,Saginaw,Michigan,United States,43.404167,-83.980003,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19LA250,AccidentReport,8/3/19,Lyons,Nebraska,United States,41.9375,-96.473052,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Maneuvering,
CEN19LA257,AccidentReport,8/3/19,Jacksonville,Florida,United States,30.368888,-81.521385,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Initial Climb,
ANC19FA042,AccidentReport,8/4/19,Girdwood,Alaska,United States,61.036945,-149.045272,4,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Controlled Flight Into Terrain,Maneuvering,
CEN19FA248,AccidentReport,8/4/19,De Queen,Arkansas,United States,34.039443,-94.423889,1,1,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Loss of Control In-Flight,Unknown,
GAA19CA480,AccidentReport,8/4/19,Waco,Nebraska,United States,40.937778,-97.50222,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA483,AccidentReport,8/4/19,Paulden,Arizona,United States,34.931667,-112.517501,,1,Serious,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA486,AccidentReport,8/4/19,Bayse,Virginia,United States,38.815277,-78.770835,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA503,AccidentReport,8/4/19,Ocean City,Maryland,United States,38.310554,-75.123886,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA504,AccidentReport,8/4/19,Oakland,California,United States,37.724166,-122.211669,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19LA252,AccidentReport,8/5/19,Miami,Florida,United States,25.647499,-80.433334,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Fuel Related,Takeoff,
WPR19FA209,AccidentReport,8/5/19,Wolf Point,Montana,United States,48.435832,-105.760833,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Business,Loss of Control In-Flight,Approach,
CEN19FA253,AccidentReport,8/7/19,Cotulla,Texas,United States,28.409999,-99.078056,1,,Fatal,1,Destroyed,Glider,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
CEN19LA260,AccidentReport,8/7/19,Cortez,Colorado,United States,37.34066,-108.290733,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA490,AccidentReport,8/7/19,Pueblo,Colorado,United States,38.29,-104.498054,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Approach,
WPR19FA212,AccidentReport,8/7/19,Camarillo,California,United States,34.21389,-119.070831,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
CEN19FA259,AccidentReport,8/8/19,Sumner,Iowa,United States,42.847778,-92.116943,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Positioning,Low Altitude Operation,Maneuvering,
CEN19LA258,AccidentReport,8/8/19,North Garden,Virginia,United States,37.950553,-78.612503,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19LA266,AccidentReport,8/8/19,Lubbock,Texas,United States,33.49905,-102.010238,,1,Serious,1,None,Airplane,Part 91: General aviation,,,,Business,Turbulence Encounter,Takeoff,
ERA19FA240,AccidentReport,8/8/19,Hatboro,Pennsylvania,United States,40.1725,-75.080001,3,0,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
ERA19WA242,AccidentReport,8/8/19,Bimini,,Bahamas,25.731388,-79.689445,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Unknown,System/Component Failure - Powerplant,Enroute,
GAA19CA488,AccidentReport,8/8/19,Hollywood,Florida,United States,25.998056,-80.237777,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
WPR19LA220,AccidentReport,8/8/19,Phoenix,Arizona,United States,33.314998,-111.658058,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Non-power,Maneuvering,
CEN19LA264,AccidentReport,8/9/19,Cordell,Oklahoma,United States,35.291942,-98.969718,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA558,AccidentReport,8/9/19,Chicago,Illinois,United States,41.785831,-87.752502,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR19FA215,AccidentReport,8/9/19,Ontario,Oregon,United States,44.025833,-117.028335,1,1,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
WPR19LA228,AccidentReport,8/9/19,Galt,California,United States,38.258056,-121.375,,1,Serious,1,Minor,Balloon,Part 91: General aviation,,,,Business,Other,Unknown,
CEN19LA262,AccidentReport,8/10/19,Newark,Ohio,United States,40.024723,-82.461944,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
GAA19CA489,AccidentReport,8/10/19,Two Harbors,Minnesota,United States,47.049167,-91.745277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA491,AccidentReport,8/10/19,Franklin,Pennsylvania,United States,41.377498,-79.860557,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA493,AccidentReport,8/10/19,Chino,California,United States,33.974723,-117.63639,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN19LA263,AccidentReport,8/11/19,New Carlisle,Ohio,United States,39.929721,-84.022781,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
ERA19FA243,AccidentReport,8/11/19,Jersey Shore,Pennsylvania,United States,41.2075,-77.219169,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
ERA19LA245,AccidentReport,8/11/19,Allentown,Pennsylvania,United States,40.652221,-75.440551,,1,Serious,1,Substantial,Helicopter,Part 91: General aviation,,,,Other work use,System/Component Failure - Powerplant,Initial Climb,
WPR19FA216,AccidentReport,8/11/19,Kooskia,Idaho,United States,46.157775,-115.919723,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
ANC19TA044,AccidentReport,8/12/19,Anchorage,Alaska,United States,61.17889,-149.958328,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Takeoff,
GAA19CA512,AccidentReport,8/12/19,Chickasha,Oklahoma,United States,35.097499,-97.969169,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
ERA19LA246,AccidentReport,8/13/19,Jay,Florida,United States,30.969722,-87.20639,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Positioning,Low Altitude Operation,Maneuvering,
ERA19LA247,AccidentReport,8/14/19,Boone,North Carolina,United States,36.273612,-81.577774,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA19CA494,AccidentReport,8/14/19,Stockton,California,United States,37.894443,-121.238609,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR19FA219,AccidentReport,8/14/19,Marysville,Washington,United States,48.13972,-122.157501,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Unknown,Unknown,
WPR19LA218,AccidentReport,8/14/19,Mesa,Arizona,United States,33.283332,-111.573608,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Maneuvering,
WPR19LA221,AccidentReport,8/14/19,Shelton,Washington,United States,47.232776,-123.150833,,,Minor,1,Substantial,Gyroplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
CEN19LA267,AccidentReport,8/15/19,San Marcos,Texas,United States,29.892778,-97.863052,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Approach,
CEN19LA275,AccidentReport,8/15/19,Rio Grande City,Texas,United States,26.380556,-98.816947,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19FA248,AccidentReport,8/15/19,Elizabethton,Tennessee,United States,36.367221,-82.181663,,,Minor,1,Destroyed,Airplane,Part 91: General aviation,,,,Business,Runway Excursion,Landing,
GAA19CA497,AccidentReport,8/15/19,McCarthy,Alaska,United States,61.188056,-142.616104,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR19LA222,AccidentReport,8/15/19,Jamul,California,United States,32.70222,-116.867225,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Maneuvering,
CEN19FA270,AccidentReport,8/16/19,New Orleans,Louisiana,United States,30.025554,-90.029998,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Takeoff,
CEN19LA269,AccidentReport,8/16/19,Blair,Nebraska,United States,41.415,-96.109169,,,Minor,1,Substantial,Helicopter,Public aircraft,,,,Public aircraft - local,Simulated/training event,Maneuvering,
GAA19CA495,AccidentReport,8/16/19,Hooper,Washington,United States,46.672779,-118.136665,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA502,AccidentReport,8/16/19,Onida,South Dakota,United States,44.707778,-100.061668,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
ERA19FA249,AccidentReport,8/17/19,Lagrangeville,New York,United States,41.7,-73.729164,2,3,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
ERA19TA254,AccidentReport,8/17/19,Talladega,Alabama,United States,33.496112,-86.221664,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
GAA19CA498,AccidentReport,8/17/19,Daytona Beach,Florida,United States,29.18,-81.058052,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Ground Collision,Taxi,
GAA19CA498,AccidentReport,8/17/19,Daytona Beach,Florida,United States,29.18,-81.058052,,,None,2,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Ground Collision,Taxi,
WPR19LA223,AccidentReport,8/17/19,Ruidoso,New Mexico,United States,33.466667,-105.535003,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Unknown,Takeoff,
CEN19FA271,AccidentReport,8/18/19,Hopedale,Louisiana,United States,29.816944,-89.27639,1,2,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Enroute,
ERA19FA250,AccidentReport,8/18/19,Wilmington,Delaware,United States,39.690555,-75.638336,2,0,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Fuel Related,Initial Climb,
GAA19CA501,AccidentReport,8/18/19,Fairbanks,Alaska,United States,64.279998,-148.11,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19FA276,AccidentReport,8/19/19,Viroqua,Wisconsin,United States,43.582778,-90.914443,1,,Fatal,1,Destroyed,Helicopter,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ERA19FA251,AccidentReport,8/19/19,Tappahannock,Virginia,United States,37.86,-76.884719,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fire - Non-Impact,Enroute,
GAA19CA496,AccidentReport,8/19/19,Regina,New Mexico,United States,36.178611,-106.961387,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA499,AccidentReport,8/19/19,Ocracoke,North Carolina,United States,35.101112,-75.965835,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
WPR19LA227,AccidentReport,8/19/19,Spokane,Washington,United States,47.619167,-117.535278,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19FA278,AccidentReport,8/20/19,Hays,Kansas,United States,38.726112,-99.34111,1,,Fatal,1,Destroyed,Airplane,Part 137: Agricultural,,,,Aerial application,Loss of Control In-Flight,Maneuvering,
CEN19FA279,AccidentReport,8/20/19,Howell,Michigan,United States,42.624721,-83.973335,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
CEN19TA280,AccidentReport,8/20/19,Montrose,Colorado,United States,38,-107,,1,Serious,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Fuel Related,Maneuvering,
ERA19LA252,AccidentReport,8/20/19,East Brady,Pennsylvania,United States,40.93111,-79.662223,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA509,AccidentReport,8/20/19,Cypress Island,Washington,United States,48.608333,-122.71611,,1,Serious,1,Substantial,Helicopter,Part 91: General aviation,,,,Business,Low Altitude Operation,Maneuvering,
GAA19CA517,AccidentReport,8/20/19,Arlington,Washington,United States,48.160831,-122.159164,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
WPR19LA237,AccidentReport,8/20/19,Eugene,Oregon,United States,44.123611,-123.202224,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fire - Non-Impact,Takeoff,
WPR19LA238,AccidentReport,8/20/19,Half Moon Bay,California,United States,37.357776,-122.512222,,,None,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19LA281,AccidentReport,8/21/19,Grand Rapids,Minnesota,United States,47.209167,-93.510002,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
ERA19LA253,AccidentReport,8/21/19,St. Cloud,Florida,United States,28.1962,-81.3603,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Enroute,
ERA19LA255,AccidentReport,8/21/19,Tampa,Florida,United States,27.978889,-82.528335,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR19LA233,AccidentReport,8/21/19,Livermore,California,United States,37.689445,-121.818885,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
ERA19LA257,AccidentReport,8/22/19,Burnsville,North Carolina,United States,35.745277,-82.28833,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
GAA19CA505,AccidentReport,8/22/19,Oxford,Florida,United States,28.940277,-82.052223,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA506,AccidentReport,8/22/19,San Antonio,Texas,United States,29.723333,-98.694442,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Glider tow,Glider Towing,Initial Climb,
